id	label	type
N2857	careless	translation
N2858	dialog	semantic
N2858	dialog	translation
N2859	hat	semantic
N2859	hat	translation
N2859	hat	syntactic
N2859	hat	systematicity
N2860	football	semantic
N2860	football	translation
N2860	football	syntactic
N2861	girl+correct+law	translation
N2863	center+ns–america	translation
N2864	argue	semantic
N2864	argue	translation
N2864	argue	syntactic
N2865	ns–ecuador	translation
N2866	gossip	translation
N2866	gossip	semantic
N2866	gossip	syntactic
N2867	sophomore	semantic
N2867	sophomore	translation
N2867	sophomore	syntactic
N2868	tea	semantic
N2868	tea	translation
N2868	tea	syntactic
N2869	ns–britain	translation
N2870	ns–nat–istanbul	translation
N2871	fishing	semantic
N2871	fishing	translation
N2871	fishing	syntactic
N2871	fishing	systematicity
N2872	snowboard	semantic
N2872	snowboard	translation
N2872	snowboard	syntactic
N2872	snowboard	systematicity
N2873	(25)want+neg	translation
N2875	pet/spoiled	translation
N2876	speakers	semantic
N2876	speakers	syntactic
N2876	speakers	translation
N2879	ns–nat–dominican–republic	translation
N2880	generation	semantic
N2880	generation	translation
N2880	generation	syntactic
N2881	underwear/precious	translation
N2882	chemistry	semantic
N2884	great	semantic
N2884	great	translation
N2884	great	syntactic
N2885	stir	semantic
N2885	stir	translation
N2885	stir	syntactic
N2886	freshman_3	translation
N2888	towel	semantic
N2888	towel	translation
N2888	towel	syntactic
N2889	say	semantic
N2889	say	translation
N2890	think+talk–to–self	translation
N2891	tuesday	semantic
N2891	tuesday	translation
N2891	tuesday	syntactic
N2893	cheese	semantic
N2893	cheese	translation
N2893	cheese	syntactic
N2894	ground	semantic
N2895	plug	semantic
N2895	plug	translation
N2895	plug	systematicity
N2896	ice–skate	translation
N2897	ns–nat–milan	translation
N2898	wind	semantic
N2898	wind	translation
N2898	wind	syntactic
N2899	car	semantic
N2899	car	translation
N2899	car	syntactic
N2900	soft	semantic
N2900	soft	translation
N2900	soft	syntactic
N2902	basement	semantic
N2902	basement	translation
N2902	basement	syntactic
N2903	paint	semantic
N2903	paint	translation
N2903	paint	syntactic
N2904	saturday	semantic
N2904	saturday	translation
N2904	saturday	syntactic
N2905	cigarette	semantic
N2905	cigarette	syntactic
N2905	cigarette	translation
N2906	washing–machine	translation
N2907	ns–atlanta	translation
N2909	neck	phonological
N2909	neck	semantic
N2909	neck	syntactic
N2909	neck	translation
N2910	more	semantic
N2910	more	translation
N2910	more	syntactic
N2911	detective	semantic
N2912	ns–nat–spain	translation
N2913	taste	translation
N2913	taste	semantic
N2913	taste	syntactic
N2914	scuba	semantic
N2915	old+testament_2	translation
N2916	shower	semantic
N2916	shower	translation
N2916	shower	syntactic
N2917	ns–nat–hamburg	translation
N2918	girl	semantic
N2918	girl	translation
N2918	girl	syntactic
N2919	heart	semantic
N2919	heart	syntactic
N2919	heart	translation
N2920	young	semantic
N2920	young	translation
N2920	young	syntactic
N2921	south+ns–africa	translation
N2922	yellow	semantic
N2922	yellow	translation
N2922	yellow	syntactic
N2923	ns–fort–worth	translation
N2924	use	semantic
N2924	use	translation
N2924	use	syntactic
N2925	practice	semantic
N2925	practice	translation
N2925	practice	syntactic
N2926	foreign	semantic
N2926	foreign	translation
N2927	ns–#us	translation
N2928	#dog	translation
N2929	repair	semantic
N2929	repair	translation
N2930	psychiatry	semantic
N2931	ns–mexico/spain	translation
N2932	ns–nat–dublin	translation
N2933	spaghetti	semantic
N2933	spaghetti	translation
N2933	spaghetti	syntactic
N2934	regular	semantic
N2934	regular	translation
N2934	regular	syntactic
N2935	rub	semantic
N2936	q–tip	semantic
N2937	vocabulary	semantic
N2937	vocabulary	translation
N2937	vocabulary	syntactic
N2938	hitchhike	semantic
N2938	hitchhike	translation
N2938	hitchhike	syntactic
N2939	ns–nat–lebanon	translation
N2940	weird	semantic
N2940	weird	syntactic
N2940	weird	translation
N2941	cheer	semantic
N2941	cheer	syntactic
N2941	cheer	translation
N2942	twirl	semantic
N2942	twirl	syntactic
N2942	twirl	translation
N2943	evidence	semantic
N2943	evidence	syntactic
N2943	evidence	translation
N2944	therapy	semantic
N2944	therapy	translation
N2944	therapy	syntactic
N2945	overtake	semantic
N2945	overtake	syntactic
N2945	overtake	translation
N2946	plummet	semantic
N2946	plummet	syntactic
N2946	plummet	translation
N2947	cucumber	semantic
N2947	cucumber	translation
N2948	saxophone	semantic
N2948	saxophone	syntactic
N2948	saxophone	translation
N2949	smoking	semantic
N2949	smoking	syntactic
N2949	smoking	translation
N2950	camel	semantic
N2950	camel	syntactic
N2950	camel	translation
N2951	sushi	semantic
N2951	sushi	translation
N2951	sushi	syntactic
N2952	exercise	semantic
N2952	exercise	syntactic
N2952	exercise	translation
N2953	scoop	semantic
N2953	scoop	syntactic
N2953	scoop	translation
N2954	fan	semantic
N2954	fan	syntactic
N2954	fan	translation
N2955	boyfriend	semantic
N2955	boyfriend	syntactic
N2955	boyfriend	translation
N2956	apart	semantic
N2956	apart	syntactic
N2956	apart	translation
N2957	burp	semantic
N2957	burp	syntactic
N2957	burp	translation
N2958	greece	semantic
N2958	greece	syntactic
N2958	greece	translation
N2959	cap	semantic
N2959	cap	translation
N2960	poop	semantic
N2960	poop	syntactic
N2960	poop	translation
N2961	fry	semantic
N2961	fry	syntactic
N2961	fry	translation
N2962	africa	semantic
N2962	africa	syntactic
N2962	africa	translation
N2963	experienced	semantic
N2963	experienced	syntactic
N2963	experienced	translation
N2964	dress	semantic
N2964	dress	syntactic
N2964	dress	translation
N2965	plane	semantic
N2965	plane	translation
N2966	interested	semantic
N2966	interested	syntactic
N2966	interested	translation
N2967	cowboy	semantic
N2967	cowboy	syntactic
N2967	cowboy	translation
N2968	myself	semantic
N2968	myself	syntactic
N2968	myself	translation
N2969	step	semantic
N2969	step	syntactic
N2969	step	translation
N2969	step	systematicity
N2970	monster	semantic
N2970	monster	translation
N2970	monster	syntactic
N2971	peck	semantic
N2971	peck	syntactic
N2971	peck	translation
N2972	kettle	semantic
N2972	kettle	translation
N2973	mail	semantic
N2973	mail	syntactic
N2973	mail	translation
N2973	mail	systematicity
N2974	right–side	semantic
N2974	right–side	translation
N2975	escalator	semantic
N2975	escalator	syntactic
N2975	escalator	translation
N2976	spat	semantic
N2976	spat	translation
N2977	tendency	semantic
N2977	tendency	syntactic
N2977	tendency	translation
N2977	tendency	systematicity
N2978	overnight	semantic
N2978	overnight	syntactic
N2978	overnight	translation
N2979	create	semantic
N2979	create	syntactic
N2979	create	translation
N2980	skateboard	semantic
N2980	skateboard	translation
N2981	flip	semantic
N2981	flip	syntactic
N2981	flip	translation
N2982	vanish	semantic
N2982	vanish	syntactic
N2982	vanish	translation
N2983	psychologist	semantic
N2983	psychologist	syntactic
N2983	psychologist	translation
N2984	doll	semantic
N2984	doll	syntactic
N2984	doll	translation
N2985	room	semantic
N2985	room	translation
N2985	room	syntactic
N2986	fourth	semantic
N2986	fourth	syntactic
N2986	fourth	translation
N2987	specialist	semantic
N2987	specialist	syntactic
N2987	specialist	translation
N2988	hang	semantic
N2988	hang	syntactic
N2988	hang	translation
N2989	cellphone	semantic
N2989	cellphone	syntactic
N2989	cellphone	translation
N2989	cellphone	systematicity
N2990	engineer	semantic
N2990	engineer	syntactic
N2990	engineer	translation
N2991	preacher	semantic
N2991	preacher	syntactic
N2991	preacher	translation
N2992	sound	translation
N2992	sound	semantic
N2992	sound	syntactic
N2993	players	semantic
N2993	players	syntactic
N2993	players	translation
N2994	bend	semantic
N2994	bend	syntactic
N2994	bend	translation
N2995	horrible	semantic
N2995	horrible	syntactic
N2995	horrible	translation
N2996	indian	semantic
N2996	indian	syntactic
N2996	indian	translation
N2997	brick	semantic
N2997	brick	syntactic
N2997	brick	translation
N2998	fool	semantic
N2998	fool	syntactic
N2998	fool	translation
N2999	walrus	semantic
N2999	walrus	syntactic
N2999	walrus	translation
N3000	clutch	semantic
N3000	clutch	translation
N3001	fade	semantic
N3001	fade	syntactic
N3001	fade	translation
N3002	art	semantic
N3002	art	syntactic
N3002	art	translation
N3003	prefer	semantic
N3003	prefer	translation
N3003	prefer	syntactic
N3004	nonsense	semantic
N3004	nonsense	syntactic
N3004	nonsense	translation
N3005	videogame	semantic
N3005	videogame	syntactic
N3005	videogame	translation
N3006	we	semantic
N3006	we	syntactic
N3006	we	translation
N3007	hug	translation
N3007	hug	semantic
N3007	hug	syntactic
N3008	validate	semantic
N3008	validate	syntactic
N3008	validate	translation
N3009	cost	semantic
N3009	cost	syntactic
N3009	cost	translation
N3010	mention	translation
N3010	mention	semantic
N3010	mention	syntactic
N3011	my	semantic
N3011	my	syntactic
N3011	my	translation
N3012	dig	semantic
N3012	dig	syntactic
N3012	dig	translation
N3012	dig	systematicity
N3013	parents	semantic
N3013	parents	syntactic
N3013	parents	translation
N3014	careful	semantic
N3014	careful	syntactic
N3014	careful	translation
N3015	damn	semantic
N3015	damn	syntactic
N3015	damn	translation
N3016	bumpy	semantic
N3016	bumpy	syntactic
N3016	bumpy	translation
N3016	bumpy	systematicity
N3017	yay	semantic
N3017	yay	syntactic
N3017	yay	translation
N3018	snowman	semantic
N3018	snowman	syntactic
N3018	snowman	translation
N3019	vomit	semantic
N3019	vomit	syntactic
N3019	vomit	translation
N3020	santa	semantic
N3020	santa	syntactic
N3020	santa	translation
N3021	dice	semantic
N3021	dice	syntactic
N3021	dice	translation
N3022	dumb	semantic
N3022	dumb	syntactic
N3022	dumb	translation
N3023	wade	semantic
N3023	wade	syntactic
N3023	wade	translation
N3023	wade	systematicity
N3024	shovel	semantic
N3024	shovel	syntactic
N3024	shovel	translation
N3024	shovel	systematicity
N3025	children	semantic
N3025	children	syntactic
N3025	children	translation
N3026	porcupine	semantic
N3026	porcupine	syntactic
N3026	porcupine	translation
N3027	qm	semantic
N3027	qm	syntactic
N3027	qm	translation
N3028	stopwatch	semantic
N3028	stopwatch	syntactic
N3028	stopwatch	translation
N3029	something	semantic
N3029	something	syntactic
N3029	something	translation
N3030	slide	semantic
N3030	slide	translation
N3030	slide	syntactic
N3030	slide	systematicity
N3031	fond	semantic
N3031	fond	syntactic
N3031	fond	translation
N3032	drug	semantic
N3032	drug	syntactic
N3032	drug	translation
N3033	pepper	semantic
N3033	pepper	syntactic
N3033	pepper	translation
N3034	several	semantic
N3034	several	syntactic
N3034	several	translation
N3035	thrilled	semantic
N3035	thrilled	syntactic
N3035	thrilled	translation
N3036	pop	semantic
N3036	pop	syntactic
N3036	pop	translation
N3036	pop	systematicity
N3037	spontaneous	semantic
N3037	spontaneous	syntactic
N3037	spontaneous	translation
N3038	turkey	semantic
N3038	turkey	translation
N3038	turkey	syntactic
N3038	turkey	systematicity
N3039	truth	semantic
N3039	truth	syntactic
N3039	truth	translation
N3040	sweet	semantic
N3040	sweet	syntactic
N3040	sweet	translation
N3041	accomplish	semantic
N3041	accomplish	syntactic
N3041	accomplish	translation
N3042	roar	semantic
N3042	roar	syntactic
N3042	roar	translation
N3042	roar	systematicity
N3043	eraser	semantic
N3043	eraser	syntactic
N3043	eraser	translation
N3044	building	semantic
N3044	building	syntactic
N3044	building	translation
N3045	consume	semantic
N3045	consume	syntactic
N3045	consume	translation
N3046	hen	semantic
N3046	hen	syntactic
N3046	hen	translation
N3047	honk	semantic
N3047	honk	translation
N3047	honk	syntactic
N3047	honk	systematicity
N3048	clap	semantic
N3048	clap	syntactic
N3048	clap	translation
N3049	drum	semantic
N3049	drum	syntactic
N3049	drum	translation
N3050	wear	semantic
N3050	wear	syntactic
N3050	wear	translation
N3051	infection	semantic
N3051	infection	syntactic
N3051	infection	translation
N3052	electrician	semantic
N3052	electrician	syntactic
N3052	electrician	translation
N3053	dessert	semantic
N3053	dessert	syntactic
N3053	dessert	translation
N3054	asia	semantic
N3054	asia	syntactic
N3054	asia	translation
N3055	propose	semantic
N3055	propose	syntactic
N3055	propose	translation
N3056	pjs	semantic
N3056	pjs	syntactic
N3056	pjs	translation
N3057	disagreement	semantic
N3057	disagreement	syntactic
N3057	disagreement	translation
N3058	upload	semantic
N3058	upload	syntactic
N3058	upload	translation
N3059	shock	semantic
N3059	shock	translation
N3059	shock	systematicity
N3060	hunt	semantic
N3060	hunt	syntactic
N3060	hunt	translation
N3061	bathroom	semantic
N3061	bathroom	translation
N3061	bathroom	syntactic
N3062	drag	semantic
N3062	drag	syntactic
N3062	drag	translation
N3063	mess	semantic
N3063	mess	syntactic
N3063	mess	translation
N3064	clash	semantic
N3064	clash	syntactic
N3064	clash	translation
N3064	clash	systematicity
N3065	hairdresser	semantic
N3065	hairdresser	syntactic
N3065	hairdresser	translation
N3066	sour	semantic
N3066	sour	syntactic
N3066	sour	translation
N3067	inept	semantic
N3067	inept	syntactic
N3067	inept	translation
N3068	broil	semantic
N3068	broil	translation
N3069	sideburns	semantic
N3069	sideburns	syntactic
N3069	sideburns	translation
N3070	lawnmower	semantic
N3070	lawnmower	syntactic
N3070	lawnmower	translation
N3071	china	semantic
N3071	china	syntactic
N3071	china	translation
N3072	ear	semantic
N3072	ear	syntactic
N3072	ear	translation
N3073	measure	semantic
N3073	measure	syntactic
N3073	measure	translation
N3073	measure	systematicity
N3074	tube	semantic
N3074	tube	syntactic
N3074	tube	translation
N3075	bolt	semantic
N3075	bolt	syntactic
N3075	bolt	translation
N3076	pile	semantic
N3076	pile	syntactic
N3076	pile	translation
N3077	devil	semantic
N3077	devil	syntactic
N3077	devil	translation
N3078	our	semantic
N3078	our	syntactic
N3078	our	translation
N3079	only	semantic
N3079	only	translation
N3080	share	semantic
N3080	share	syntactic
N3080	share	translation
N3081	bulldozer	semantic
N3081	bulldozer	syntactic
N3081	bulldozer	translation
N3082	sand	semantic
N3082	sand	translation
N3083	pliers	semantic
N3083	pliers	syntactic
N3083	pliers	translation
N3084	hose	semantic
N3084	hose	syntactic
N3084	hose	translation
N3085	tent	semantic
N3085	tent	translation
N3085	tent	syntactic
N3086	stare	semantic
N3086	stare	syntactic
N3086	stare	translation
N3087	mischievous	semantic
N3087	mischievous	syntactic
N3087	mischievous	translation
N3088	mouse	semantic
N3088	mouse	translation
N3088	mouse	syntactic
N3089	switzerland	semantic
N3089	switzerland	syntactic
N3089	switzerland	translation
N3090	unicorn	semantic
N3090	unicorn	translation
N3090	unicorn	syntactic
N3091	connection	semantic
N3091	connection	syntactic
N3091	connection	translation
N3092	invisible	semantic
N3092	invisible	syntactic
N3092	invisible	translation
N3093	process	semantic
N3093	process	syntactic
N3093	process	translation
N3094	space	semantic
N3094	space	syntactic
N3094	space	translation
N3095	bison	semantic
N3095	bison	syntactic
N3095	bison	translation
N3096	appetizer	semantic
N3096	appetizer	translation
N3097	score	semantic
N3097	score	syntactic
N3097	score	translation
N3098	recite	semantic
N3098	recite	syntactic
N3098	recite	translation
N3099	megaphone	semantic
N3099	megaphone	syntactic
N3099	megaphone	translation
N3100	skittish	semantic
N3100	skittish	translation
N3101	hop	semantic
N3101	hop	syntactic
N3101	hop	translation
N3102	snap	semantic
N3102	snap	syntactic
N3102	snap	translation
N3103	iphone	semantic
N3103	iphone	syntactic
N3103	iphone	translation
N3103	iphone	systematicity
N3104	paranoid	semantic
N3104	paranoid	syntactic
N3104	paranoid	translation
N3105	embezzle	semantic
N3105	embezzle	translation
N3106	comment	semantic
N3106	comment	syntactic
N3106	comment	translation
N3107	oldest	semantic
N3107	oldest	syntactic
N3107	oldest	translation
N3108	different	semantic
N3108	different	translation
N3108	different	syntactic
N3109	miss	semantic
N3109	miss	syntactic
N3109	miss	translation
N3110	gullible	semantic
N3110	gullible	translation
N3110	gullible	syntactic
N3111	sword	semantic
N3111	sword	syntactic
N3111	sword	translation
N3112	videophone	semantic
N3112	videophone	syntactic
N3112	videophone	translation
N3113	bored	semantic
N3113	bored	syntactic
N3113	bored	translation
N3113	bored	systematicity
N3114	churn	semantic
N3114	churn	syntactic
N3114	churn	translation
N3115	death	semantic
N3115	death	syntactic
N3115	death	translation
N3116	headphones	semantic
N3116	headphones	syntactic
N3116	headphones	translation
N3117	cemetery	semantic
N3117	cemetery	syntactic
N3117	cemetery	translation
N3118	pain	semantic
N3118	pain	syntactic
N3118	pain	translation
N3119	calm	semantic
N3119	calm	syntactic
N3119	calm	translation
N3120	architect	translation
N3120	architect	semantic
N3121	dent	semantic
N3121	dent	syntactic
N3121	dent	translation
N3122	network	semantic
N3122	network	syntactic
N3122	network	translation
N3123	bind	semantic
N3123	bind	syntactic
N3123	bind	translation
N3124	instagram	semantic
N3124	instagram	syntactic
N3124	instagram	translation
N3125	philadelphia	semantic
N3125	philadelphia	syntactic
N3125	philadelphia	translation
N3126	close	translation
N3126	close	semantic
N3126	close	syntactic
N3127	earmuffs	semantic
N3127	earmuffs	syntactic
N3127	earmuffs	translation
N3128	firetruck	semantic
N3128	firetruck	syntactic
N3128	firetruck	translation
N3129	undergraduate	semantic
N3129	undergraduate	syntactic
N3129	undergraduate	translation
N3130	delinquent	semantic
N3130	delinquent	syntactic
N3130	delinquent	translation
N3131	english	semantic
N3131	english	syntactic
N3131	english	translation
N3132	oral	semantic
N3132	oral	syntactic
N3132	oral	translation
N3133	withdraw	semantic
N3133	withdraw	translation
N3134	plain	semantic
N3134	plain	syntactic
N3134	plain	translation
N3135	brave	semantic
N3135	brave	syntactic
N3135	brave	translation
N3136	actor	semantic
N3136	actor	syntactic
N3136	actor	translation
N3137	mainstream	semantic
N3137	mainstream	syntactic
N3137	mainstream	translation
N3138	forbid	semantic
N3138	forbid	syntactic
N3138	forbid	translation
N3139	race	semantic
N3139	race	syntactic
N3139	race	translation
N3140	opossum	semantic
N3140	opossum	translation
N3141	buttons	semantic
N3141	buttons	syntactic
N3141	buttons	translation
N3142	true	semantic
N3142	true	syntactic
N3142	true	translation
N3143	spring	semantic
N3143	spring	translation
N3143	spring	syntactic
N3144	nosy	semantic
N3144	nosy	translation
N3145	plant	semantic
N3145	plant	syntactic
N3145	plant	translation
N3146	america	semantic
N3146	america	syntactic
N3146	america	translation
N3147	inside	semantic
N3147	inside	syntactic
N3147	inside	translation
N3148	vest	semantic
N3148	vest	syntactic
N3148	vest	translation
N3149	fuzzy	semantic
N3149	fuzzy	syntactic
N3149	fuzzy	translation
N3149	fuzzy	systematicity
N3150	sausage	semantic
N3150	sausage	translation
N3150	sausage	syntactic
N3151	topic	semantic
N3151	topic	syntactic
N3151	topic	translation
N3152	sure	semantic
N3152	sure	syntactic
N3152	sure	translation
N3153	boots	semantic
N3153	boots	syntactic
N3153	boots	translation
N3153	boots	systematicity
N3154	dilemma	semantic
N3154	dilemma	syntactic
N3154	dilemma	translation
N3155	barely	semantic
N3155	barely	syntactic
N3155	barely	translation
N3156	socialize	semantic
N3156	socialize	syntactic
N3156	socialize	translation
N3157	category	semantic
N3157	category	syntactic
N3157	category	translation
N3158	adult	translation
N3158	adult	semantic
N3158	adult	syntactic
N3159	stress	semantic
N3159	stress	syntactic
N3159	stress	translation
N3160	microscope	semantic
N3160	microscope	syntactic
N3160	microscope	translation
N3160	microscope	systematicity
N3161	eyeglasses	semantic
N3161	eyeglasses	syntactic
N3161	eyeglasses	translation
N3162	assign	semantic
N3162	assign	syntactic
N3162	assign	translation
N3163	offhand	semantic
N3163	offhand	syntactic
N3163	offhand	translation
N3164	roomy	semantic
N3164	roomy	translation
N3165	murder	semantic
N3165	murder	syntactic
N3165	murder	translation
N3166	need	semantic
N3166	need	syntactic
N3166	need	translation
N3167	camping	semantic
N3167	camping	syntactic
N3167	camping	translation
N3168	braids	semantic
N3168	braids	syntactic
N3168	braids	translation
N3168	braids	systematicity
N3169	elegance	semantic
N3169	elegance	syntactic
N3169	elegance	translation
N3170	juggler	semantic
N3170	juggler	syntactic
N3170	juggler	translation
N3171	certificate	semantic
N3171	certificate	syntactic
N3171	certificate	translation
N3172	own	semantic
N3172	own	syntactic
N3172	own	translation
N3173	kitchen	semantic
N3173	kitchen	syntactic
N3173	kitchen	translation
N3174	bottom	semantic
N3174	bottom	syntactic
N3174	bottom	translation
N3175	peg	semantic
N3175	peg	syntactic
N3175	peg	translation
N3176	normal	translation
N3176	normal	semantic
N3176	normal	syntactic
N3177	bye	semantic
N3177	bye	syntactic
N3177	bye	translation
N3178	fashion	semantic
N3178	fashion	syntactic
N3178	fashion	translation
N3179	faucet	semantic
N3179	faucet	syntactic
N3179	faucet	translation
N3180	value	semantic
N3180	value	syntactic
N3180	value	translation
N3181	mummy	semantic
N3181	mummy	syntactic
N3181	mummy	translation
N3182	zebra	semantic
N3182	zebra	syntactic
N3182	zebra	translation
N3183	view	semantic
N3183	view	syntactic
N3183	view	translation
N3184	tennis	semantic
N3184	tennis	syntactic
N3184	tennis	translation
N3185	bun	semantic
N3185	bun	syntactic
N3185	bun	translation
N3186	sympathy	semantic
N3186	sympathy	syntactic
N3186	sympathy	translation
N3187	hungry	semantic
N3187	hungry	syntactic
N3187	hungry	translation
N3188	easy–going	semantic
N3188	easy–going	translation
N3189	scientist	semantic
N3189	scientist	syntactic
N3189	scientist	translation
N3190	demote	semantic
N3190	demote	syntactic
N3190	demote	translation
N3191	intuitive	semantic
N3191	intuitive	syntactic
N3191	intuitive	translation
N3192	interpreter	semantic
N3192	interpreter	syntactic
N3192	interpreter	translation
N3193	press	semantic
N3193	press	syntactic
N3193	press	translation
N3194	oops	semantic
N3194	oops	syntactic
N3194	oops	translation
N3195	eclipse	semantic
N3195	eclipse	syntactic
N3195	eclipse	translation
N3196	text	semantic
N3196	text	syntactic
N3196	text	translation
N3197	identity	semantic
N3197	identity	syntactic
N3197	identity	translation
N3198	interest	semantic
N3198	interest	syntactic
N3198	interest	translation
N3199	date	semantic
N3199	date	syntactic
N3199	date	translation
N3200	public	semantic
N3200	public	syntactic
N3200	public	translation
N3201	turtleneck	semantic
N3201	turtleneck	translation
N3202	admire	semantic
N3202	admire	syntactic
N3202	admire	translation
N3203	chain	semantic
N3203	chain	syntactic
N3203	chain	translation
N3204	obvious	semantic
N3204	obvious	syntactic
N3204	obvious	translation
N3205	foul	semantic
N3205	foul	syntactic
N3205	foul	translation
N3206	bitch	semantic
N3206	bitch	syntactic
N3206	bitch	translation
N3207	unique	semantic
N3207	unique	syntactic
N3207	unique	translation
N3208	escalate	semantic
N3208	escalate	syntactic
N3208	escalate	translation
N3209	land	semantic
N3209	land	syntactic
N3209	land	translation
N3210	quarter	semantic
N3210	quarter	syntactic
N3210	quarter	translation
N3211	amazing	semantic
N3211	amazing	syntactic
N3211	amazing	translation
N3211	amazing	systematicity
N3212	clock	semantic
N3212	clock	syntactic
N3212	clock	translation
N3212	clock	systematicity
N3213	yeah	semantic
N3213	yeah	syntactic
N3213	yeah	translation
N3214	charge	semantic
N3214	charge	syntactic
N3214	charge	translation
N3215	fraud	semantic
N3215	fraud	syntactic
N3215	fraud	translation
N3216	advantage	semantic
N3216	advantage	syntactic
N3216	advantage	translation
N3217	crocodile	semantic
N3217	crocodile	syntactic
N3217	crocodile	translation
N3218	pet	semantic
N3218	pet	syntactic
N3218	pet	translation
N3218	pet	systematicity
N3219	document	semantic
N3219	document	syntactic
N3219	document	translation
N3220	risk	semantic
N3220	risk	syntactic
N3220	risk	translation
N3221	philosophy	semantic
N3221	philosophy	translation
N3221	philosophy	syntactic
N3221	philosophy	systematicity
N3222	thread	semantic
N3222	thread	translation
N3223	europe	semantic
N3223	europe	syntactic
N3223	europe	translation
N3224	former	semantic
N3224	former	syntactic
N3224	former	translation
N3225	hotdog	semantic
N3225	hotdog	syntactic
N3225	hotdog	translation
N3226	fascinated	semantic
N3226	fascinated	syntactic
N3226	fascinated	translation
N3227	supervisor	semantic
N3227	supervisor	syntactic
N3227	supervisor	translation
N3228	lettuce	semantic
N3228	lettuce	translation
N3228	lettuce	syntactic
N3229	complex	semantic
N3229	complex	syntactic
N3229	complex	translation
N3230	clean	semantic
N3230	clean	syntactic
N3230	clean	translation
N3231	minimum	semantic
N3231	minimum	syntactic
N3231	minimum	translation
N3232	stripe	semantic
N3232	stripe	syntactic
N3232	stripe	translation
N3233	smart	semantic
N3233	smart	syntactic
N3233	smart	translation
N3234	chopsticks	semantic
N3234	chopsticks	syntactic
N3234	chopsticks	translation
N3235	precious	semantic
N3235	precious	syntactic
N3235	precious	translation
N3236	mascara	semantic
N3236	mascara	syntactic
N3236	mascara	translation
N3237	accountant	semantic
N3237	accountant	syntactic
N3237	accountant	translation
N3238	comma	semantic
N3238	comma	translation
N3239	envelope	semantic
N3239	envelope	syntactic
N3239	envelope	translation
N3239	envelope	systematicity
N3240	draw	semantic
N3240	draw	syntactic
N3240	draw	translation
N3241	yourself	semantic
N3241	yourself	syntactic
N3241	yourself	translation
N3242	keyboard	semantic
N3242	keyboard	syntactic
N3242	keyboard	translation
N3243	align	semantic
N3243	align	syntactic
N3243	align	translation
N3244	finance	semantic
N3244	finance	syntactic
N3244	finance	translation
N3244	finance	systematicity
N3245	edge	semantic
N3245	edge	syntactic
N3245	edge	translation
N3246	owe	semantic
N3246	owe	syntactic
N3246	owe	translation
N3247	cancellation	semantic
N3247	cancellation	syntactic
N3247	cancellation	translation
N3248	chaos	semantic
N3248	chaos	syntactic
N3248	chaos	translation
N3249	appear	semantic
N3249	appear	syntactic
N3249	appear	translation
N3250	obsess	semantic
N3250	obsess	syntactic
N3250	obsess	translation
N3251	nerve	semantic
N3251	nerve	syntactic
N3251	nerve	translation
N3252	vitamins	semantic
N3252	vitamins	syntactic
N3252	vitamins	translation
N3253	frisk	semantic
N3253	frisk	syntactic
N3253	frisk	translation
N3253	frisk	systematicity
N3254	highlighter	semantic
N3254	highlighter	syntactic
N3254	highlighter	translation
N3255	health	semantic
N3255	health	syntactic
N3255	health	translation
N3256	clip	semantic
N3256	clip	translation
N3256	clip	syntactic
N3257	chicago	semantic
N3257	chicago	syntactic
N3257	chicago	translation
N3258	event	semantic
N3258	event	syntactic
N3258	event	translation
N3259	pepsi	semantic
N3259	pepsi	syntactic
N3259	pepsi	translation
N3260	instead	semantic
N3260	instead	syntactic
N3260	instead	translation
N3261	ostrich	semantic
N3261	ostrich	syntactic
N3261	ostrich	translation
N3262	ice	semantic
N3262	ice	syntactic
N3262	ice	translation
N3263	passport	semantic
N3263	passport	syntactic
N3263	passport	translation
N3264	director	semantic
N3264	director	syntactic
N3264	director	translation
N3265	zoom	semantic
N3265	zoom	translation
N3266	sail	semantic
N3266	sail	syntactic
N3266	sail	translation
N3266	sail	systematicity
N3267	desert	semantic
N3267	desert	translation
N3267	desert	syntactic
N3268	requirement	semantic
N3268	requirement	syntactic
N3269	busy	semantic
N3269	busy	syntactic
N3269	busy	translation
N3270	gallaudet	semantic
N3270	gallaudet	syntactic
N3270	gallaudet	translation
N3271	inspiring	semantic
N3271	inspiring	syntactic
N3271	inspiring	translation
N3272	older	semantic
N3272	older	translation
N3273	japan	semantic
N3273	japan	syntactic
N3273	japan	translation
N3274	access	semantic
N3274	access	syntactic
N3274	access	translation
N3275	shrimp	semantic
N3275	shrimp	translation
N3275	shrimp	syntactic
N3276	puzzled	semantic
N3276	puzzled	syntactic
N3276	puzzled	translation
N3277	hongkong	semantic
N3277	hongkong	syntactic
N3277	hongkong	translation
N3278	maid	semantic
N3278	maid	syntactic
N3278	maid	translation
N3279	find	semantic
N3279	find	syntactic
N3279	find	translation
N3280	melon	semantic
N3280	melon	syntactic
N3280	melon	translation
N3281	wave	semantic
N3281	wave	translation
N3281	wave	syntactic
N3282	us	semantic
N3282	us	syntactic
N3282	us	translation
N3283	pride	semantic
N3283	pride	syntactic
N3283	pride	translation
N3284	spaceship	semantic
N3284	spaceship	syntactic
N3284	spaceship	translation
N3285	mash	semantic
N3285	mash	translation
N3286	bank	semantic
N3286	bank	syntactic
N3286	bank	translation
N3287	mushroom	semantic
N3287	mushroom	translation
N3287	mushroom	syntactic
N3288	kayak	semantic
N3288	kayak	translation
N3289	bullshit	semantic
